Achievements/AC01_DESC: 击败默哀守望者
RosaryBead/RB38_LORE: 「我有些东西要给你，不能告诉别人…」流浪的婆子叫住了骑在驴上的修道士，她给他看了一块精美的奇异白石。「这东西来自于海底黑暗之处，想想它是多么纯洁，看看它是多么白净，多么光鲜…用这东西来做念珠，恐怕是再纯净不过了吧，修道士？」
RosaryBead/RB39_CAPTION: 罪痕宝珠
RosaryBead/RB39_DESCRIPTION: 可以吸收携带者罪过的宝珠。若想看清里面的扭曲的黑斑恐怕并非易事，但是这颗宝珠摸起来无疑是冰冷透彻。只要宝珠未被完全玷污，将它作为念珠就可以防止世间的罪过累积
RosaryBead/RB39_LORE: 「我有些东西要给你，不能告诉别人…」流浪的婆子叫住了骑在驴上的修道士，她给他看了一块精美的奇异白石。「这东西来自于海底黑暗之处，想想它是多么纯洁，看看它是多么白净，多么光鲜…用这东西来做念珠，恐怕是再纯净不过了吧，修道士？」
RosaryBead/RB40_CAPTION: 罪污宝珠
RosaryBead/RB40_DESCRIPTION: 可以多次吸收携带者罪过的宝珠。它的中心处压有一团黑色的旋渍，似乎要喷薄而出。只要宝珠未被完全玷污，将它作为念珠就可以防止世间的罪过累积
RosaryBead/RB40_LORE: 「我有些东西要给你，不能告诉别人…」流浪的婆子叫住了骑在驴上的修道士，她给他看了一块精美的奇异白石。「这东西来自于海底黑暗之处，想想它是多么纯洁，看看它是多么白净，多么光鲜…用这东西来做念珠，恐怕是再纯净不过了吧，修道士？」
RosaryBead/RB41_CAPTION: 如山罪愆
RosaryBead/RB41_DESCRIPTION: 一颗完全被污染的宝珠，会一直吸收携带者的罪过，直到吸满为止。其中所藏的罪过宛若狂风怒吼，回荡着往日罪愆的声音。@悔过者的塑像常会手持这种宝珠，从教区的悔过教民身上吸取罪过
RosaryBead/RB41_LORE: 「我有些东西要给你，不能告诉别人…」流浪的婆子叫住了骑在驴上的修道士，她给他看了一块精美的奇异白石。「这东西来自于海底黑暗之处，想想它是多么纯洁，看看它是多么白净，多么光鲜…用这东西来做念珠，恐怕是再纯净不过了吧，修道士？」
RosaryBead/RB42_CAPTION: 象牙半身像
RosaryBead/RB42_DESCRIPTION: 优美圆润的塑像，雕刻的是一张小天使的脸庞。只有月之子才能造出这种护身圣物，它可以召唤守卫来陪伴携带者。能够略微提升获得的信仰与赎罪之泪，并且可以帮助找到失散的兄弟
RosaryBead/RB42_LORE: 一束强光射过彩色大玻璃，虽然强烈刺眼，但我还是向它看去；这光束照得我眼花，但我毫不在意。我一直盯着，发现几个不怎么大的身影从中降下，他们似乎是在空中手舞足蹈地玩耍着。我也是满心欢愉，于是我伸出手臂想要触碰他们，但是当我能看清时，他们已经消失不见了
ST00_PENITENT/DLG_0001_0: 以伟大磨难和奇迹之子的名义
ST00_PENITENT/DLG_0002_0: 愿我面容上的黄金可以融化，以抹去你灵魂上的磨难
ST00_PENITENT/DLG_0003_0: 愿我面容上的黄金可以融化，以抹去你灵魂上的悔悟
ST00_PENITENT/DLG_0004_0: 愿我面容上的黄金可以融化，以抹去你灵魂上的内疚
ST00_PENITENT/DLG_0005_0: 罪过之心，现已自梦中返回
ST00_PENITENT/DLG_0010_0: 当你在我至圣的身体前谦卑不已时，你就得到了我金色的面容，那是灵魂三难之一的守护者
ST00_PENITENT/DLG_0010_1: 就像它选中了你一样，我们的奇迹在所有虔诚者中选择了我，来走在这神圣的大海上
ST01_DEOSGRACIAS/DLG_0101_0: 发自内心地忏悔吧，忏悔者。长兄会的苦痛如今已到了尽头
ST01_DEOSGRACIAS/DLG_0101_1: 我是迪欧加卡斯，苦痛奇迹的见证者与讲述人。这就是我的忏悔，正如你的沉默
ST01_DEOSGRACIAS/DLG_0102_0: 你已进行了第一次羞辱忏悔
ST01_DEOSGRACIAS/DLG_0103_0: 你已可与悔悟之面相见
ST01_DEOSGRACIAS/DLG_0104_0: 你已见到了磨难之面
ST01_DEOSGRACIAS/DLG_0105_0: 你还没有拜倒在另两张神圣面容之前
ST01_DEOSGRACIAS/DLG_0106_0: 你还没有拜倒在另一张神圣面容之前
ST01_DEOSGRACIAS/DLG_0107_0: 忏悔者在神圣监护面容面前默默地鞠躬之后，骷髅地桥尽头的门就打开了
ST01_DEOSGRACIAS/DLG_0107_1: 现在，在圣王严厉的目光下穿过它的门槛
ST01_DEOSGRACIAS/DLG_0107_2: 我们忏悔者背负着这样的罪过，也许是苦难在让我们苟延残喘。但要小心：或许有一天，它会悄无声息地混在祷文中猝然降临
ST01_DEOSGRACIAS/DLG_0108_0: 你已可与内疚之面相见
ST01_DEOSGRACIAS/DLG_0109_0: 你已进行了第二次羞辱忏悔
ST01_DEOSGRACIAS/DLG_01101_0: 这不可能…
ST01_DEOSGRACIAS/DLG_01101_1: 被遗忘几百年的东西又回来了
ST01_DEOSGRACIAS/DLG_01101_2: 它回来了…
ST01_DEOSGRACIAS/DLG_01102_0: 我听到了钢铁破碎、震动和弯曲的声音。从远处，我看到这棵红色的树长出了更多的树枝
ST01_DEOSGRACIAS/DLG_01102_1: 奇迹现在为我们准备了什么新考验？什么新启示呢？
ST01_DEOSGRACIAS/DLG_01103_0: 所发生的一切，将只有你与古老奇迹方可知晓
ST01_DEOSGRACIAS/DLG_01104_0: 那些被遗忘的，必须继续被遗忘下去
ST01_DEOSGRACIAS/DLG_0111_0: 发自内心地悲痛吧，忏悔者
ST01_DEOSGRACIAS/DLG_0112_0: 一道巨大、神圣的禁忌之门在大陆中隔离出了一处远方之地
ST01_DEOSGRACIAS/DLG_0113_0: 即使像我这样聪明的忏悔者也不知道高墙之外有什么
ST01_DEOSGRACIAS/DLG_0113_1: 然而据我所知，根据圣约，人必须执行三种羞辱，才能接近他们守卫的东西
ST01_DEOSGRACIAS/DLG_0114_0: 拿上这根刺，把它安装在你的剑柄上
ST01_DEOSGRACIAS/DLG_0114_1: 如果真到了你需要紧紧握住武器的那天，你会发现它会伤到你，让你流出血来…
ST01_DEOSGRACIAS/DLG_0114_2: 它会成长，长出更多的刺，在旋钮上刻着的圣父图像上扭动着…
ST01_DEOSGRACIAS/DLG_0114_3: 这将意味着你将受制于苦痛奇迹，无论是它的惩罚还是它的宽恕
ST01_DEOSGRACIAS/DLG_0115_0: 其中之一须在高山上举行，那里覆盖着厚厚的积雪和寒冰
ST01_DEOSGRACIAS/DLG_0115_1: 另一项则在黑暗的、被埋葬的教堂的深处，沉睡者正躺在那里
ST01_DEOSGRACIAS/DLG_0115_2: 最后一项则位于呻吟者们从铁螺旋中抓爬出的小径尽头，在这口深入地下，名叫洪多的大钟的深处
ST01_DEOSGRACIAS/DLG_0116_0: 你从惩戒中拯救出来的是奎尔斯，一名庇护者
ST01_DEOSGRACIAS/DLG_0116_1: 他被以异端罪不公正地判处了火刑，裁判官们亲眼目睹了他的身体在可怕的祷文和哭喊中被火焰吞噬
ST01_DEOSGRACIAS/DLG_0116_2: 然而，当一切都结束，火焰熄灭后，仁慈的奇迹又把它们唤了出来，从它们身上，从灰烬之中，奎尔斯的躯体又复活了
ST01_DEOSGRACIAS/DLG_0116_3: 因为火焰正是奇迹之路
ST01_DEOSGRACIAS/DLG_0117_0: 被你从惩戒中解救出来的是佩佩塔和埃达斯，他们是一对弃婴兄妹，后来成为了圣王的卫士
ST01_DEOSGRACIAS/DLG_0117_1: 据说佩佩塔即使在死后也能和她的哥哥说话
ST01_DEOSGRACIAS/DLG_0117_2: 因为扭曲正是奇迹之路
ST01_DEOSGRACIAS/DLG_0118_0: 三字之结。这就是第一奇迹发生的地方。一个虔诚而痛苦的年轻人请求至高意志惩罚他
ST01_DEOSGRACIAS/DLG_0118_1: 他把一根木头放在他坐着祈祷的地方。他祈祷希望有人能听见
ST01_DEOSGRACIAS/DLG_0118_2: 他祈求痛苦，这样他就能减轻刺痛他灵魂的罪恶感。然后奇迹就出现了
ST01_DEOSGRACIAS/DLG_0118_3: 它令根须长了出来，并且缠住了他的手臂与腿脚，但他既没有喊叫，也没有抱怨
ST01_DEOSGRACIAS/DLG_0118_4: 这地的居民都为这事作了见证。他们都在那个年轻人永恒的愉悦面前祷告
ST01_DEOSGRACIAS/DLG_0118_5: 这棵在他死后数年才发芽的三元树被命名为「三字之结」，因为三是它扭曲的树干的数量，也是那年轻人临终遗言的字数：吾罪甚
ST01_DEOSGRACIAS/DLG_0118_6: 每年它的树心中都会流出一种金色的、燃烧着的液体，使他的记忆永存，或许还能提醒我们，第一奇迹并没有抛弃我们
ST01_DEOSGRACIAS/DLG_0118_7: 因为扭曲正是，曾是，也将是奇迹之路
ST01_DEOSGRACIAS/DLG_0120_0: 你把圣王从痛苦的折磨中释放了出来，现在他正走在大梦境的另一边
ST01_DEOSGRACIAS/DLG_0120_1: 这是苦痛奇迹的摇篮，当圣父默默地为他那神圣的扭曲时刻感到悲伤时，他的额上流出的鲜血与黄金铸就了最后的圣物，这就是圣杯。
ST01_DEOSGRACIAS/DLG_0120_2: 第一件圣物就在这里，在翻转王座旁边的灰山山顶之上，我们不可思议的痛苦正在那里亲吻着圣王
ST01_DEOSGRACIAS/DLG_0120_3: 现在，与奇迹的最后交流正在等待着你
ST01_DEOSGRACIAS/DLG_0120_4: 只有你才能知道有多少已经渗透进了你的罪恶之心
ST01_DEOSGRACIAS/DLG_0121_0: 这里有一扇门，它的青铜上永远保存着奇迹所选之人的苦难
ST01_DEOSGRACIAS/DLG_0121_1: 在门上，为使这些艺术形象得到崇拜和崇敬，我们必须进行装饰
ST01_DEOSGRACIAS/DLG_0121_2: 圣王的雕像从高处注视着我们，僵硬冷峻，但正是这青铜浮雕会决定谁有资格从它那装饰华丽的拱门下走过
ST01_DEOSGRACIAS/DLG_0121_3: 找到神圣面容，这样铜像便会得出结论
ST01_DEOSGRACIAS/DLG_0121_4: 因为善变正是奇迹的希望
ST01_DEOSGRACIAS/DLG_0122_0: 与第一奇迹的交流正在等待着你
ST01_DEOSGRACIAS/DLG_0123_0: 就这样，与生自罪恶之剑的最终交融时刻到来了。这是最后的牺牲，以便完成忏悔，并与苦痛奇迹的邪恶意志切断联系
ST01_DEOSGRACIAS/DLG_0123_1: 但是奇迹的计划是反复无常的。忏悔永远不会结束，但会随意改变、伤害与谴责
ST01_DEOSGRACIAS/DLG_0123_2: 梦的另一边没有忏悔者的容身之地。他的位置就在这里，在我们中间
ST01_DEOSGRACIAS/DLG_0123_3: 他是新的圣父，奇迹幼子
ST01_DEOSGRACIAS/DLG_0123_4: 接受我们的祷文吧
ST01_DEOSGRACIAS/DLG_0123_5: 直到永远
ST02_REDENTO/DLG_0201_0: 啊，忏悔者！我们在同样的苍穹下走过奇怪的道路。别无他途，别无他法
ST02_REDENTO/DLG_0201_1: 我的名字叫瑞登托，是屈膝者修会的赤足朝圣者
ST02_REDENTO/DLG_0201_2: 求你不要因为我没有看你的脸而生气，因为我们每时每刻都在前倾，以防我们的眼睛离开道路。这是我们的古老信条
ST02_REDENTO/DLG_0201_3: 我们倒立在那口埋在地里的大钟洪多之前，它的钟声会撼动大地，直至远方
ST02_REDENTO/DLG_0201_4: 现在，洪多又发出了深沉的三重呻吟，那呻吟的回声回荡在宽阔的螺旋形圆圈里
ST02_REDENTO/DLG_0201_5: 我的双脚希望前往这古老山谷的另一边，走向下一个目的地
ST02_REDENTO/DLG_0201_6: 啊，我的罪过啊！谁能帮助我？
ST02_REDENTO/DLG_0202_0: 忏悔者啊，愿你的事业既不能沉沦你的精神，也不会沉默你的躯体
ST02_REDENTO/DLG_0203_0: 哦！你回应了我的祷文！修会感谢你的帮助！
ST02_REDENTO/DLG_0203_1: 对我来说，留在此地已毫无价值。忏悔者啊，去追随圣父吧
ST02_REDENTO/DLG_0204_0: 在这条路上有着安慰和生活。赤脚的主啊，求你聆听我的祷文！
ST02_REDENTO/DLG_0204_1: 啊啊！原谅我吧，忏悔者…我竟毫无察觉，在祷文中，我们的道路和错误再次交织在了一起
ST02_REDENTO/DLG_0205_0: 啊，忏悔者！道路真的已经开放了吗？
ST02_REDENTO/DLG_0205_1: 你使我见到了奇妙的异象。我们的相遇真是万幸
ST02_REDENTO/DLG_0206_0: 困苦再次令我们联合在了一起，忏悔者
ST02_REDENTO/DLG_0207_0: 我配不上你无限的怜悯。我们中受到祝福的人才会找到它
ST02_REDENTO/DLG_0207_1: 我将为你祈祷，并为这次神圣的相遇感谢圣师
ST02_REDENTO/DLG_0207_2: 现在我的双足正朝着神圣禁忌之墙前进。区区一个朝圣者如何通过这样的工事呢？
ST02_REDENTO/DLG_0207_3: 哦，亲切的圣父！哦，朝圣者的主人！你即将到来的考验会有多艰难？
ST02_REDENTO/DLG_0208_0: 对我来说，留在此地已毫无价值。忏悔者啊，去追随圣父吧
ST02_REDENTO/DLG_0209_0: 忏悔者，听我忏悔…面对苦痛奇迹带来的新考验，胆怯在我的内心里深深扎下了根
ST02_REDENTO/DLG_0209_1: 如果不是选择了以流浪作为最温和的忏悔的罪人，我们这些朝圣者又会是谁呢？
ST02_REDENTO/DLG_0209_2: 哦！让我弯下腰来，遮住我的眼泪
ST02_REDENTO/DLG_0210_0: 那些尖叫声使我的灵魂充满了恐惧…
ST02_REDENTO/DLG_0210_1: 你净化了我的恐惧，再次帮助这个可怜的朝圣者
ST02_REDENTO/DLG_0210_2: 我们已经选择了不同的道路，但在道路的尽头，你和这个罪人仍然等待着宽恕。无论它在哪里，近或远，在今生或在大梦境的彼岸
ST02_REDENTO/DLG_0210_3: 发自内心地怜悯吧，忏悔者
ST02_REDENTO/DLG_0211_0: 哦，我的罪过！充满反思的漫长旅程难道还不够吗？
ST02_REDENTO/DLG_0211_1: 脚上老茧，腿上抽筋，口渴难耐，前额被永不落山的太阳晒得焦灼，这些难道还不够吗？
ST02_REDENTO/DLG_0211_2: 当罪恶一次又一次地刺穿我们的心时，我们的心灵受到的又是怎样的折磨？
ST02_REDENTO/DLG_0211_3: 我的罪过啊，你还在期待些什么惩罚呢？
ST02_REDENTO/DLG_0212_0: 我在这里停了下来，想寻找到前往彼岸的渡口，以便继续我的流浪赎罪。啊！不要让这件事情烦扰你，在罪过中懊悔，因为我的脚必将找到期待已久的路途
ST02_REDENTO/DLG_0212_1: 忏悔者啊，愿你的事业既不能沉沦你的精神，也不会沉默你的躯体
ST02_REDENTO/DLG_0213_0: 啊，我的罪过…
ST02_REDENTO/DLG_0214_0: 你面前的是元初圣客。首位赤脚圣约，一切罪人的圣师
ST02_REDENTO/DLG_0214_1: 这座古老的石灰石雕像是在大师的朝圣之旅结束的地方竖立的，也是他迈出最后一步的地方
ST02_REDENTO/DLG_0214_2: 就在那时，奇迹揽他入怀，让他可以继续沿着古老队伍的道路走下去
ST02_REDENTO/DLG_0215_0: 赤脚圣师，你还希望我做些什么？
ST02_REDENTO/DLG_0216_0: 赤脚圣师，请等着我…
ST02_REDENTO/DLG_0217_0: 圣师指示我们道路的所在。冰冷的石头下，新的台阶在等着我们
ST02_REDENTO/DLG_0218_0: 哦…忏悔者，我们正被悲剧，死亡和痛苦所包围…
ST02_REDENTO/DLG_0218_1: 奇迹用它那许多可怕的手惩罚着我们，它的手伸到每一个地方，伸到每一个人的心里，甚至伸到我们的思想里
ST02_REDENTO/DLG_0218_2: 这世上还能有什么刑罚，会比那些我们不知原因何在的刑罚更严重的吗？
ST02_REDENTO/DLG_0219_0: 一堵无法逾越的墙，似乎矗立在了我们的双脚和我们神圣的目的地之间
ST02_REDENTO/DLG_0219_1: 有什么祝福能拯救我们脱离这苦难吗？
ST02_REDENTO/DLG_0220_0: 我要做些什么，才能避开奇迹放在我的赤脚前方的难题呢？
ST03_TIRSO/DLG_0301_0: 发自内心地悲痛吧，忏悔者。欢迎来到阿尔贝罗，这里是这群谦卑的伤口舔舐者同胞们的避难所
ST03_TIRSO/DLG_0301_1: 留在这里的人很少仍然可以雇佣它，但我可是蒂尔索
ST03_TIRSO/DLG_0301_2: 我们中很少有人还关心病患
ST03_TIRSO/DLG_0301_3: 我们虔诚地亲吻，为那些寻求我们保护的人的伤口献上祝福，这样，我们和他们都将继续受到奇迹的庇护
ST03_TIRSO/DLG_0302_0: 发自内心地悲痛吧，满心仁爱的忏悔者
ST03_TIRSO/DLG_0303_0: 奇迹正一个接一个地把我们带走。我们能避免这种由至高意志强加给我们的命运吗？
ST03_TIRSO/DLG_0304_0: 良善之痛一次又一次地鞭笞着我们。啊啊！它何时才会满足？
ST03_TIRSO/DLG_0305_0: 忏悔者啊，你这困苦虔诚的人，当生命的日头向我们落下时，我们往哪里去呢？
ST03_TIRSO/DLG_0306_0: 你随身携带的…你已经接受了…惩罚，忏悔者。是你对奇迹的渴望让你比我们更在意吗？
ST03_TIRSO/DLG_0306_1: 这不是我的责任，但要小心那条扭曲的道路，在那里交流将引导你
ST03_TIRSO/DLG_0307_0: 我们还要克服多少考验？
ST03_TIRSO/DLG_0308_0: 我们很快就会与惩戒团聚，在大梦境的另一边，在古队列的路上与被惩罚的人团聚
ST03_TIRSO/DLG_0309_0: 奇迹已对我们展现了仁慈
ST03_TIRSO/DLG_0309_1: 只要兄弟会中还有兄弟，纵使只有一人，我们的希望也会存在
ST03_TIRSO/DLG_0309_2: 拿着这个，作为感激的表现吧，虔诚的忏悔者
ST03_TIRSO/DLG_0310_0: 你真仁慈，忏悔者。多亏了你的贡献，兄弟会才得以继续运转 
ST03_TIRSO/DLG_0311_0: 墙外的时间过得很奇怪，在我们不应深思的日暮之中
ST03_TIRSO/DLG_0311_1: 但如果你的忏悔碰巧把你带到上述的天空下，那就请给我们带来一些药膏的原料吧
ST03_TIRSO/DLG_0312_0: 奇迹的意志会让你知道他们是什么人
ST04_LVDOVICO/DLG_0401_0: 你召唤了真理神龛修会的旋转窗口
ST04_LVDOVICO/DLG_0402_0: 这可怜的小姑娘…
ST04_LVDOVICO/DLG_0402_1: 人们为她的圣名流下了热泪
ST04_LVDOVICO/DLG_0402_2: 千千万万的祷文并不能说明苦痛奇迹是否代表了真正的圣洁…
ST04_LVDOVICO/DLG_0402_3: 然而，在我们心中，毫无疑问她受到了不公正的惩罚
ST04_LVDOVICO/DLG_0403_0: 特图狄拉的遗骸已收集完毕。现在我们可以为她举行第二次，也是真正的葬礼
ST04_LVDOVICO/DLG_0403_1: 如果能得到如此的善待，你会得到她的守护的
ST04_LVDOVICO/DLG_0404_0: 那么，你已经见过了科里奥法斯了…
ST04_LVDOVICO/DLG_0404_1: 他曾经是这个教会的一员。然而不幸的是，有一天他违背了自己的誓言并消失得无影无踪，因为他听到了…奇迹发生的消息
ST04_LVDOVICO/DLG_0404_2: 我们此后再也没有见到过他
ST04_LVDOVICO/DLG_0404_3: 请把这个交给他，这对他有着很重要的意义
ST04_LVDOVICO/DLG_0405_0: 修会祝福你，沉默的忏悔者
ST04_LVDOVICO/DLG_0406_0: 寻找下一块残骸吧，修会祝福你
ST04_LVDOVICO/DLG_0407_0: 我们把那些被肢解与遗忘的人的遗骨聚集在这里，这样我们就可以按照我们仁慈的律法，为他们举行神圣的葬礼
ST04_LVDOVICO/DLG_0407_1: 帮助这些可怜的灵魂吧，哦，沉默的忏悔者。修会祝福你
ST04_LVDOVICO/MSG_0404_0: 没有回答
ST05_DAGGER/DLG_0502_0: 接受我下一次的深刻痛苦
ST05_DAGGER/DLG_0503_0: 接受我的最后一次痛苦，那是所有痛苦中最深刻、最尖锐的一种
ST05_DAGGER/DLG_0503_1: 哦，有罪的忏悔者啊，现在去惩戒摇篮吧
ST05_DAGGER/MSG_0501_0: 最大生命值已增加
ST06_VIRIDIANA/DLG_0601_0: 忏悔者啊，我被委托从福地守护你。一切都已安排就绪
ST06_VIRIDIANA/DLG_0601_1: 我叫维瑞达拉。我受到了恩惠，如果需要的话，我可以帮助你扛起重担，唯你是从 
ST06_VIRIDIANA/DLG_0602_A_0: 就这样吧
ST06_VIRIDIANA/DLG_0602_B_0: 就这样吧
ST06_VIRIDIANA/DLG_0602_C_0: 就这样吧
ST06_VIRIDIANA/DLG_0603_A_0: 我会留在这儿，你改主意了可以来找我
ST06_VIRIDIANA/DLG_0603_B_0: 我会留在这儿，你改主意了可以来找我
ST06_VIRIDIANA/DLG_0603_C_0: 我会留在这儿，你改主意了可以来找我
ST06_VIRIDIANA/DLG_0604_0: 忏悔者，不要为我或我现在已面目全非的外貌而忧愁。这可能是…为了这个快乐的联盟所需的一个小代价
ST06_VIRIDIANA/DLG_0605_0: 不要理会我皮肤的皱纹，我银白的头发，还有我颤抖的双腿。我们的约定还没有缔结，你的艰苦事业也没有结束
ST06_VIRIDIANA/DLG_0606_0: 能为这次胜利出力，我非常荣幸
ST06_VIRIDIANA/DLG_0606_1: 在我离开前，我希望你能记住我的话语，从而记住我们的约定
ST06_VIRIDIANA/DLG_0607_0: 沉默的忏悔者，继续你的旅程吧
ST06_VIRIDIANA/DLG_0608_A_0: 你所寻找的目标，就在这漫长阶梯的尽头
ST06_VIRIDIANA/DLG_0608_A_1: 那些自称为真理与神圣真实的家伙，早就藏在那里了
ST06_VIRIDIANA/DLG_0608_A_2: 在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹
ST06_VIRIDIANA/DLG_0608_A_3: 征途漫漫，但你的任务已将终结
ST06_VIRIDIANA/DLG_0608_A_4: 虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益
ST06_VIRIDIANA/DLG_0608_B_0: 你所寻找的目标，就在这漫长阶梯的尽头
ST06_VIRIDIANA/DLG_0608_B_1: 那些自称为真理与神圣真实的家伙，早就藏在那里了
ST06_VIRIDIANA/DLG_0608_B_2: 在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹
ST06_VIRIDIANA/DLG_0608_B_3: 征途漫漫，但你的任务已将终结
ST06_VIRIDIANA/DLG_0608_B_4: 虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益
ST06_VIRIDIANA/DLG_0608_C_0: 你所寻找的目标，就在这漫长阶梯的尽头
ST06_VIRIDIANA/DLG_0608_C_1: 那些自称为真理与神圣真实的家伙，早就藏在那里了
ST06_VIRIDIANA/DLG_0608_C_2: 在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹
ST06_VIRIDIANA/DLG_0608_C_3: 征途漫漫，但你的任务已将终结
ST06_VIRIDIANA/DLG_0608_C_4: 虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益
ST06_VIRIDIANA/DLG_0609_A_0: 沉默的忏悔者，继续你的旅程吧。我会在远方守护着你
ST06_VIRIDIANA/DLG_0609_B_0: 沉默的忏悔者，继续你的旅程吧。我会在远方守护着你
ST06_VIRIDIANA/DLG_0609_C_0: 沉默的忏悔者，继续你的旅程吧。我会在远方守护着你
ST06_VIRIDIANA/DLG_QT_0601_0: 沉默的忏悔者，你是否想在下个任务中寻求我的帮助？
ST06_VIRIDIANA/DLG_QT_0602_0: 我的守护不会就此而止。你是否想在下个任务中寻求我的帮助？ 
ST06_VIRIDIANA/DLG_QT_0603_0: 忏悔者，你是否想在下个任务中寻求我的帮助？
ST07_GEMINO/DLG_0701_0: 发自内心地忏悔与自省吧。你正站在基米诺的遗骸面前
ST07_GEMINO/DLG_0701_1: 噢，别为我担心。寒冷是仁慈的，因为它能减轻我们的痛苦，使我们在死亡之前麻木
ST07_GEMINO/DLG_0701_2: 也许其他人所说的奇迹已降临到我的头上，就在这个铁坟墓里，它令我们的痛苦愈发漫长…
ST07_GEMINO/DLG_0701_3: 向你所指引的乐土前进，向那寒冷与炽热拥抱交融的地方…
ST07_GEMINO/DLG_0702_0: 现在，让我麻木的手臂变成这棵枯萎橄榄树的另一根枝条吧
ST07_GEMINO/DLG_0702_1: 快点，我还能听得见呼唤
ST07_GEMINO/DLG_0703_0: 我感到滚烫的油进入了我冰冷的血管
ST07_GEMINO/DLG_0703_1: 我仍然能听得见呼唤…
ST07_GEMINO/DLG_0704_0: 我感到滚烫的油和冰冻的树液混合在一起，流进了我的血管
ST07_GEMINO/DLG_0704_1: 我再也听不见其他人的声音了，只能听到我的骨头和皮肤的嘎吱声…
ST07_GEMINO/DLG_0705_0: 我冒昧地请求你，请给我带几滴曾从这些结冰的橄榄树里滴出的油，这些油会熏烤每个登顶的虔诚者的脸
ST07_GEMINO/DLG_0705_1: 这是我最后的希望。在我油尽灯枯之前，我想感受到那份痛楚
ST07_GEMINO/DLG_0706_0: 拿上这个
ST07_GEMINO/MSG_0701_0: 我们需要找一件工具来把油抽出来
ST08_BROTHERS/DLG_0801_0: 我的妹妹，正如我向你预言这般，有人正朝禁门走去
ST08_BROTHERS/DLG_0801_1: 是个寻求净化和驱逐所有安息在那里的圣徒的人
ST08_BROTHERS/DLG_0801_2: 不…不…你可别怀疑我
ST08_BROTHERS/DLG_0801_3: 我准备好了
ST08_BROTHERS/DLG_0802_0: 是的，我的妹妹，我们的相遇已近在眼前
ST08_BROTHERS/DLG_0802_1: 奇迹会守护我的，我这次已不需要你的保护
ST08_BROTHERS/DLG_0802_2: 别管我！
ST08_BROTHERS/DLG_08201_0: 那捉摸不定的光亮…
ST08_BROTHERS/DLG_08201_1: 不可能是她…
ST08_BROTHERS/DLG_08201_2: 这是真的吗，姐妹？
ST08_BROTHERS/DLG_08202_0: 纯洁的忏悔者啊，你手中的剑就是在此处的罪孽中诞生，将痛苦带给肉体，灵魂就不会再受折磨
ST08_BROTHERS/DLG_08202_1: 我姐妹的声音，愿荣耀庇护她，在我听来，吟诵的诗章轻柔而睿智，她的话语为你揭示了一种不同的命运
ST08_BROTHERS/DLG_08202_2: 遐远幽迥，却在迩处。晦影织就，遍是明光
ST08_BROTHERS/DLG_08202_3: 我长久以来一直守护着这柄钥匙
ST08_BROTHERS/DLG_08203_0: 这真的是你那庄严的道德之光吗？
ST08_BROTHERS/DLG_08203_1: 那么…
ST08_BROTHERS/DLG_08203_2: 我的姐妹已将尊宠恩慈赐予了你
ST08_BROTHERS/DLG_08203_3: 在她的祝福之下，你可以听到她那高尚典雅的声音
ST08_BROTHERS/DLG_08204_0: 这声音将打开圣洁的大门，圣洁本身就永远拘于此处
ST08_BROTHERS/DLG_08204_1: 但是我却没有能力也找不到语言来描述它…
ST08_BROTHERS/DLG_08204_2: 前往无言图书馆吧，你会在那里找到钥匙守护者，不过他没有我托付给你的那一把
ST08_BROTHERS/DLG_08205_0: 她发生了一些改变…
ST08_BROTHERS/DLG_08205_1: 这些改变让我捉摸不定…
ST08_BROTHERS/DLG_08206_0: 前往无言图书馆吧，去寻找钥匙守护者
ST08_BROTHERS/DLG_08207_0: 克里桑塔头盔的真金凿刻出的手可以遮蔽真理的炽光
ST08_BROTHERS/DLG_08207_1: 她的信仰绝不允许真理之光照过，即便你信仰她也不行
ST08_BROTHERS/DLG_08208_0: 忏悔者，到礼拜堂来见我，那是罪孽定型之地
ST08_BROTHERS/DLG_08208_1: 你在这里被选为忏悔者，最初就是在这里跪拜的
ST08_BROTHERS/DLG_08208_2: 就是在这偏远之地，我的姐妹可以听到我的恳求，进而会再度让她的声音回荡在我耳畔
ST09_SOCORRO/DLG_0901_0: 哦…看哪，优雅的女士。是位访客…
ST09_SOCORRO/DLG_0901_1: 哦，请原谅我…忏悔者，你面前的是索珂萝，我们的永痛仕女
ST09_SOCORRO/DLG_0901_2: 她难道不庄严吗？她是奇迹的化身…无尽…永恒…
ST09_SOCORRO/DLG_0902_0: 她在受难…为我们所有人受难…日复一日，无休无止…
ST09_SOCORRO/DLG_0902_1: 她是我们的活圣人，真正的神圣榜样
ST09_SOCORRO/DLG_0903_0: 你…你都干了什么？我们的女神…
ST09_SOCORRO/DLG_0904_0: 这…可能这也是最好的选择了…她受的苦太多了…
ST09_SOCORRO/DLG_0904_1: 这真的是慈悲为怀吗…
ST09_SOCORRO/DLG_0905_0: 痛楚…在纵情奔流…
ST09_SOCORRO/DLG_0906_0: 痛楚在我们中蔓延…
